step	agent_id	module_id	x	y	stress	is_isolated	active_event_ids
52	ISS09	common_area	51.58	47.15	35.1	false	
53	ISS00	common_area	50.6	51.96	57.3	false	
53	ISS01	crew_quarters	27.46	33.04	59.8	true	
53	ISS02	common_area	45.83	51.6	52.1	false	
53	ISS03	common_area	55.26	52.13	57.4	false	
53	ISS04	common_area	49.14	48.15	38.4	false	
53	ISS05	common_area	48.99	53.1	56.5	false	
53	ISS06	common_area	53.9	47.84	41.3	false	
53	ISS07	common_area	44.5	48.63	58.1	false	
53	ISS08	common_area	51.11	51.72	52.8	false	
53	ISS09	common_area	50.57	46.79	38.2	false	
54	ISS00	common_area	51.2	51.66	62.8	false	
54	ISS01	crew_quarters	26.95	32.88	59.3	true	
54	ISS02	common_area	46.58	52.87	69.7	false	
54	ISS03	common_area	55.67	50.3	59.5	false	
54	ISS04	common_area	48.58	48.53	48.7	false	
54	ISS05	common_area	50.06	53.25	46.4	false	
54	ISS06	common_area	52.99	46.68	40.3	false	
54	ISS07	common_area	44.35	50.49	38.9	false	
54	ISS08	common_area	51.61	51.26	51.5	false	
54	ISS09	common_area	49.49	46.79	51.0	false	
55	ISS00	common_area	51.68	51.17	49.7	false	
55	ISS01	crew_quarters	26.41	32.91	65.3	true	
55	ISS02	common_area	47.7	53.83	67.0	false	
55	ISS03	common_area	55.45	48.44	64.2	false	
55	ISS04	common_area	48.18	49.07	53.6	false	
55	ISS05	common_area	51.11	53.06	63.5	false	
55	ISS06	common_area	51.74	45.89	54.7	false	
55	ISS07	common_area	44.82	52.31	45.3	false	
55	ISS08	common_area	51.93	50.67	65.4	false	
55	ISS09	common_area	48.47	47.13	47.8	false	
56	ISS00	common_area	51.97	50.56	42.3	false	
56	ISS01	crew_quarters	25.91	33.1	56.2	false	
56	ISS02	common_area	49.07	54.37	56.1	false	
56	ISS03	common_area	54.65	46.75	69.5	false	
56	ISS04	common_area	47.97	49.72	40.4	false	
56	ISS05	common_area	52.05	52.53	49.3	false	
56	ISS06	common_area	50.31	45.55	35.3	false	
56	ISS07	common_area	45.85	53.87	34.0	false	
56	ISS08	common_area	52.05	50.0	54.7	false	
56	ISS09	common_area	47.62	47.78	41.2	false	
57	ISS00	common_area	52.04	49.89	49.5	false	
57	ISS01	crew_quarters	25.5	33.45	47.5	false	
57	ISS02	common_area	50.54	54.43	59.1	false	
57	ISS03	common_area	53.33	45.41	57.9	false	
57	ISS04	common_area	47.99	50.39	32.9	false	
57	ISS05	common_area	52.76	51.72	54.2	false	
57	ISS06	common_area	48.84	45.69	35.8	false	
57	ISS07	common_area	47.34	55.01	46.2	false	
57	ISS08	common_area	51.93	49.33	52.4	false	
57	ISS09	common_area	47.03	48.68	49.6	false	
58	ISS00	common_area	51.9	49.23	52.0	false	
58	ISS01	crew_quarters	25.23	33.92	51.0	false	
58	ISS02	common_area	51.96	54.01	70.6	false	
58	ISS03	common_area	51.66	44.57	60.6	false	
58	ISS04	common_area	48.23	51.02	48.6	false	
58	ISS05	common_area	53.17	50.73	60.6	false	
58	ISS06	common_area	47.5	46.3	38.5	false	
58	ISS07	common_area	49.11	55.6	48.2	false	
58	ISS08	common_area	51.61	48.74	61.8	false	
58	ISS09	common_area	46.76	49.72	48.4	false	
59	ISS00	common_area	51.54	48.66	51.2	false	
59	ISS01	crew_quarters	25.12	34.44	54.0	false	
59	ISS02	common_area	53.16	53.16	63.9	false	
59	ISS03	common_area	49.8	44.33	63.2	false	
59	ISS04	common_area	48.66	51.54	34.3	false	
59	ISS05	common_area	53.24	49.66	52.1	false	
59	ISS06	common_area	46.43	47.31	43.4	false	
59	ISS07	common_area	50.99	55.59	39.9	false	
59	ISS08	common_area	51.11	48.28	49.8	false	
59	ISS09	common_area	46.84	50.79	38.0	false	
60	ISS00	common_area	51.02	48.23	58.5	false	
60	ISS01	crew_quarters	25.19	34.98	58.3	true	
60	ISS02	common_area	54.01	51.96	52.2	false	
60	ISS03	common_area	47.97	44.7	66.5	false	
60	ISS04	common_area	49.23	51.9	48.4	false	
60	ISS05	common_area	52.95	48.62	56.7	false	
60	ISS06	common_area	45.75	48.62	47.3	false	
60	ISS07	common_area	52.75	54.96	42.6	false	
60	ISS08	common_area	50.49	48.01	51.5	false	
60	ISS09	common_area	47.27	51.77	34.9	false	
61	ISS00	common_area	50.39	47.99	43.0	false	
61	ISS01	crew_quarters	25.43	35.46	57.1	false	
61	ISS02	common_area	54.43	50.54	54.0	false	
61	ISS03	common_area	46.35	45.65	75.3	false	
61	ISS04	common_area	49.89	52.04	37.4	false	
61	ISS05	common_area	52.34	47.74	50.0	false	
61	ISS06	common_area	45.54	50.08	41.8	false	
61	ISS07	common_area	54.22	53.8	46.7	false	
61	ISS08	common_area	49.82	47.96	63.7	false	
61	ISS09	common_area	48.0	52.56	40.0	false	
62	ISS00	common_area	49.72	47.97	62.9	false	
62	ISS01	crew_quarters	25.82	35.83	57.4	false	
62	ISS02	common_area	54.37	49.07	69.3	false	
62	ISS03	common_area	45.14	47.08	66.1	false	
62	ISS04	common_area	50.56	51.97	34.1	false	
62	ISS05	common_area	51.48	47.1	52.1	false	
62	ISS06	common_area	45.81	51.53	57.2	false	
62	ISS07	common_area	55.22	52.22	47.6	false	
62	ISS08	common_area	49.17	48.13	53.6	false	
62	ISS09	common_area	48.94	53.08	51.8	false	
63	ISS00	common_area	49.07	48.18	41.6	false	
63	ISS01	crew_quarters	26.3	36.06	62.5	true	
63	ISS02	common_area	53.83	47.7	57.2	false	
63	ISS03	common_area	44.45	48.82	62.2	false	
63	ISS04	common_area	51.17	51.68	49.5	false	
63	ISS05	common_area	50.45	46.78	46.3	false	
63	ISS06	common_area	46.53	52.81	37.6	false	
63	ISS07	common_area	55.66	50.4	46.5	false	
63	ISS08	common_area	48.6	48.5	47.2	false	
63	ISS09	common_area	50.0	53.26	42.6	false	
64	ISS00	common_area	48.53	48.58	55.4	false	
64	ISS01	crew_quarters	26.84	36.13	56.0	false	
64	ISS02	common_area	52.87	46.58	55.5	false	
64	ISS03	common_area	44.37	50.69	63.1	false	
64	ISS04	common_area	51.66	51.2	40.8	false	
64	ISS05	common_area	49.38	46.8	46.5	false	
64	ISS06	common_area	47.63	53.79	49.9	false	
64	ISS07	common_area	55.48	48.53	36.7	false	
64	ISS08	common_area	48.19	49.04	61.1	false	
64	ISS09	common_area	51.06	53.08	38.9	false	
65	ISS00	common_area	48.15	49.14	59.2	false	
65	ISS01	crew_quarters	27.36	36.01	45.8	false	
65	ISS02	common_area	51.6	45.83	60.0	false	
65	ISS03	common_area	44.9	52.49	64.9	false	
65	ISS04	common_area	51.96	50.6	44.4	false	
65	ISS05	common_area	48.37	47.18	58.4	false	
65	ISS06	common_area	49.0	54.35	47.5	false	
65	ISS07	common_area	54.7	46.83	37.4	false	
65	ISS08	common_area	47.98	49.68	66.9	false	
65	ISS09	common_area	52.0	52.56	38.9	false	
66	ISS00	common_area	47.97	49.79	43.0	false	
66	ISS01	crew_quarters	27.82	35.73	61.2	true	
66	ISS02	common_area	50.16	45.54	60.5	false	
66	ISS03	common_area	45.99	54.01	63.2	false	
66	ISS04	common_area	52.04	49.93	35.1	false	
66	ISS05	common_area	47.54	47.86	53.2	false	
66	ISS06	common_area	50.47	54.44	55.1	false	
66	ISS07	common_area	53.41	45.47	37.0	false	
66	ISS08	common_area	47.99	50.36	68.2	false	
66	ISS09	common_area	52.73	51.77	49.5	false	
67	ISS00	common_area	48.01	50.46	63.2	false	
67	ISS01	crew_quarters	28.16	35.31	66.4	true	
67	ISS02	common_area	48.69	45.73	71.5	false	
67	ISS03	common_area	47.51	55.1	64.4	false	
67	ISS04	common_area	51.91	49.27	46.5	false	
67	ISS05	common_area	46.98	48.78	59.4	false	
67	ISS06	common_area	51.89	54.05	38.6	false	
67	ISS07	common_area	51.75	44.6	42.5	false	
67	ISS08	common_area	48.21	50.99	56.8	false	
67	ISS09	common_area	53.16	50.79	43.4	false	
68	ISS00	common_area	48.26	51.08	59.2	false	
68	ISS01	crew_quarters	28.35	34.81	56.1	false	
68	ISS02	common_area	47.38	46.39	61.5	false	
68	ISS03	common_area	49.31	55.63	60.7	false	
68	ISS04	common_area	51.57	48.68	42.8	false	
68	ISS05	common_area	46.75	49.83	53.5	false	
68	ISS06	common_area	53.1	53.21	56.9	false	
68	ISS07	common_area	49.9	44.33	51.5	false	
68	ISS08	common_area	48.63	51.52	63.3	false	
68	ISS09	common_area	53.24	49.72	47.0	false	
69	ISS00	common_area	48.71	51.59	45.0	false	
69	ISS01	crew_quarters	28.36	34.27	62.1	true	
69	ISS02	common_area	46.34	47.44	62.8	false	
69	ISS03	common_area	51.18	55.55	74.1	false	
69	ISS04	common_area	51.05	48.25	50.7	false	
69	ISS05	common_area	46.87	50.9	44.1	false	
69	ISS06	common_area	53.98	52.03	57.6	false	
69	ISS07	common_area	48.06	44.67	47.6	false	
69	ISS08	common_area	49.2	51.88	56.3	false	
69	ISS09	common_area	52.97	48.68	52.3	false	
70	ISS00	common_area	49.3	51.92	44.9	false	
70	ISS01	crew_quarters	28.2	33.76	62.7	true	
70	ISS02	common_area	45.71	48.77	61.2	false	
70	ISS03	common_area	52.92	54.86	49.9	false	
70	ISS04	common_area	50.43	48.0	30.8	false	
70	ISS05	common_area	47.33	51.87	38.0	false	
70	ISS06	common_area	54.42	50.62	51.5	false	
70	ISS07	common_area	46.43	45.59	38.1	false	
70	ISS08	common_area	49.86	52.04	45.7	false	
70	ISS09	common_area	52.38	47.78	36.5	false	
71	ISS00	common_area	49.96	52.05	48.7	false	
71	ISS01	crew_quarters	27.88	33.33	42.3	false	
71	ISS02	common_area	45.54	50.23	59.3	false	
71	ISS03	common_area	54.35	53.65	58.1	false	
71	ISS04	common_area	49.75	47.97	35.5	false	
71	ISS05	common_area	48.09	52.63	56.0	false	
71	ISS06	common_area	54.38	49.15	37.8	false	
71	ISS07	common_area	45.19	46.99	50.9	false	
71	ISS08	common_area	50.53	51.98	44.2	false	
71	ISS09	common_area	51.53	47.13	31.9	false	
72	ISS00	common_area	50.63	51.95	45.4	false	
72	ISS01	crew_quarters	27.44	33.02	56.1	false	
72	ISS02	common_area	45.86	51.67	51.5	false	
72	ISS03	common_area	55.3	52.03	71.3	false	
72	ISS04	common_area	49.1	48.16	51.7	false	
72	ISS05	common_area	49.05	53.11	43.1	false	
72	ISS06	common_area	53.87	47.77	36.2	false	
72	ISS07	common_area	44.47	48.72	40.6	false	
72	ISS08	common_area	51.14	51.7	47.2	false	
72	ISS09	common_area	50.51	46.79	34.3	false	
73	ISS00	common_area	51.23	51.63	64.0	false	
73	ISS01	crew_quarters	26.92	32.88	57.8	false	
73	ISS02	common_area	46.63	52.93	51.3	false	
73	ISS03	common_area	55.67	50.2	64.8	false	
73	ISS04	common_area	48.55	48.55	45.8	false	
73	ISS05	common_area	50.11	53.25	55.6	false	
73	ISS06	common_area	52.93	46.63	45.9	false	
73	ISS07	common_area	44.36	50.59	50.8	false	
73	ISS08	common_area	51.63	51.23	46.0	false	
73	ISS09	common_area	49.43	46.79	50.0	false	
74	ISS00	common_area	51.7	51.14	64.2	false	
74	ISS01	crew_quarters	26.38	32.91	56.5	false	
74	ISS02	common_area	47.77	53.87	53.1	false	
74	ISS03	common_area	55.43	48.34	69.4	false	
74	ISS04	common_area	48.16	49.1	48.9	false	
74	ISS05	common_area	51.17	53.04	56.5	false	
74	ISS06	common_area	51.67	45.86	51.9	false	
74	ISS07	common_area	44.86	52.4	39.9	false	
74	ISS08	common_area	51.95	50.63	51.1	false	
74	ISS09	common_area	48.42	47.15	37.9	false	
75	ISS00	common_area	51.98	50.53	47.9	false	
75	ISS01	crew_quarters	25.89	33.12	48.9	false	
75	ISS02	common_area	49.15	54.38	66.2	false	
75	ISS03	common_area	54.59	46.67	74.8	false	
75	ISS04	common_area	47.97	49.75	53.2	false	
75	ISS05	common_area	52.09	52.49	59.6	false	
75	ISS06	common_area	50.23	45.54	49.0	false	
75	ISS07	common_area	45.92	53.94	41.5	false	
75	ISS08	common_area	52.05	49.96	49.3	false	
75	ISS09	common_area	47.58	47.82	46.2	false	
76	ISS00	common_area	52.04	49.86	52.3	false	
76	ISS01	crew_quarters	25.49	33.48	60.2	true	
76	ISS02	common_area	50.62	54.42	70.3	false	
76	ISS03	common_area	53.25	45.35	59.9	false	
76	ISS04	common_area	48.0	50.43	35.0	false	
76	ISS05	common_area	52.79	51.68	50.3	false	
76	ISS06	common_area	48.77	45.71	42.7	false	
76	ISS07	common_area	47.42	55.05	52.5	false	
76	ISS08	common_area	51.92	49.3	65.1	false	
76	ISS09	common_area	47.0	48.73	41.0	false	
77	ISS00	common_area	51.88	49.2	44.8	false	
77	ISS01	crew_quarters	25.22	33.94	48.6	false	
77	ISS02	common_area	52.03	53.98	62.8	false	
77	ISS03	common_area	51.56	44.55	64.5	false	
77	ISS04	common_area	48.25	51.05	49.3	false	
77	ISS05	common_area	53.18	50.68	58.4	false	
77	ISS06	common_area	47.44	46.34	47.9	false	
77	ISS07	common_area	49.21	55.62	46.0	false	
77	ISS08	common_area	51.59	48.71	49.8	false	
77	ISS09	common_area	46.75	49.77	42.5	false	
78	ISS00	common_area	51.52	48.63	52.8	false	
78	ISS01	crew_quarters	25.12	34.47	43.0	false	
78	ISS02	common_area	53.21	53.1	51.1	false	
78	ISS03	common_area	49.7	44.33	63.9	false	
78	ISS04	common_area	48.68	51.57	43.5	false	
78	ISS05	common_area	53.23	49.6	44.0	false	
78	ISS06	common_area	46.39	47.38	51.6	false	
78	ISS07	common_area	51.08	55.57	49.1	false	
78	ISS08	common_area	51.08	48.26	49.9	false	
78	ISS09	common_area	46.86	50.84	50.8	false	
79	ISS00	common_area	50.99	48.21	52.1	false	
79	ISS01	crew_quarters	25.2	35.0	43.2	false	
79	ISS02	common_area	54.05	51.89	65.4	false	
79	ISS03	common_area	47.87	44.74	55.5	false	
79	ISS04	common_area	49.27	51.91	31.7	false	
79	ISS05	common_area	52.93	48.57	43.4	false	
79	ISS06	common_area	45.73	48.69	51.5	false	
79	ISS07	common_area	52.84	54.91	45.9	false	
79	ISS08	common_area	50.46	48.01	51.6	false	
79	ISS09	common_area	47.3	51.82	44.3	false	
80	ISS00	common_area	50.36	47.99	56.7	false	
80	ISS01	crew_quarters	25.45	35.48	61.0	true	
80	ISS02	common_area	54.44	50.47	50.1	false	
80	ISS03	common_area	46.28	45.72	56.3	false	
80	ISS04	common_area	49.93	52.04	47.9	false	
80	ISS05	common_area	52.3	47.7	57.2	false	
80	ISS06	common_area	45.54	50.16	38.7	false	
80	ISS07	common_area	54.28	53.72	37.8	false	
80	ISS08	common_area	49.79	47.97	48.8	false	
80	ISS09	common_area	48.04	52.6	35.4	false	
81	ISS00	common_area	49.68	47.98	46.9	false	
81	ISS01	crew_quarters	25.84	35.85	54.6	false	
81	ISS02	common_area	54.35	49.0	62.3	false	
81	ISS03	common_area	45.09	47.16	59.6	false	
81	ISS04	common_area	50.6	51.96	52.5	false	
81	ISS05	common_area	51.43	47.07	45.9	false	
81	ISS06	common_area	45.83	51.6	51.5	false	
81	ISS07	common_area	55.26	52.13	35.8	false	
81	ISS08	common_area	49.14	48.15	62.2	false	
81	ISS09	common_area	48.99	53.1	44.0	false	
82	ISS00	common_area	49.04	48.19	62.2	false	
82	ISS01	crew_quarters	26.33	36.07	47.4	false	
82	ISS02	common_area	53.79	47.63	68.5	false	
82	ISS03	common_area	44.43	48.92	70.8	false	
82	ISS04	common_area	51.2	51.66	51.4	false	
82	ISS05	common_area	50.4	46.77	52.0	false	
82	ISS06	common_area	46.58	52.87	49.4	false	
82	ISS07	common_area	55.67	50.3	47.5	false	
82	ISS08	common_area	48.58	48.53	51.2	false	
82	ISS09	common_area	50.06	53.25	46.5	false	
83	ISS00	common_area	48.5	48.6	55.6	false	
83	ISS01	crew_quarters	26.86	36.12	66.8	true	
83	ISS02	common_area	52.81	46.53	71.3	false	
83	ISS03	common_area	44.38	50.79	66.2	false	
83	ISS04	common_area	51.68	51.17	50.5	false	
83	ISS05	common_area	49.32	46.82	61.1	false	
83	ISS06	common_area	47.7	53.83	57.7	false	
83	ISS07	common_area	55.45	48.44	58.3	false	
83	ISS08	common_area	48.18	49.07	65.9	false	
83	ISS09	common_area	51.11	53.06	33.4	false	
84	ISS00	common_area	48.13	49.17	48.3	false	
84	ISS01	crew_quarters	27.39	36.0	50.9	false	
84	ISS02	common_area	51.53	45.81	54.2	false	
84	ISS03	common_area	44.95	52.58	49.9	false	
84	ISS04	common_area	51.97	50.56	31.0	false	
84	ISS05	common_area	48.32	47.21	39.4	false	
84	ISS06	common_area	49.07	54.37	44.1	false	
84	ISS07	common_area	54.65	46.75	46.2	false	
84	ISS08	common_area	47.97	49.72	42.3	false	
84	ISS09	common_area	52.05	52.53	33.0	false	
85	ISS00	common_area	47.96	49.82	41.0	false	
85	ISS01	crew_quarters	27.84	35.71	58.3	true	
85	ISS02	common_area	50.08	45.54	57.4	false	
85	ISS03	common_area	46.06	54.08	55.0	false	
85	ISS04	common_area	52.04	49.89	34.5	false	
85	ISS05	common_area	47.51	47.91	59.3	false	
85	ISS06	common_area	50.54	54.43	35.2	false	
85	ISS07	common_area	53.33	45.41	56.5	false	
85	ISS08	common_area	47.99	50.39	47.1	false	
85	ISS09	common_area	52.76	51.72	45.8	false	
86	ISS00	common_area	48.01	50.49	41.3	false	
86	ISS01	crew_quarters	28.17	35.29	62.7	true	
86	ISS02	common_area	48.62	45.75	53.3	false	
86	ISS03	common_area	47.6	55.14	67.5	false	
86	ISS04	common_area	51.9	49.23	37.3	false	
86	ISS05	common_area	46.96	48.83	59.2	false	
86	ISS06	common_area	51.96	54.01	50.7	false	
86	ISS07	common_area	51.66	44.57	47.5	false	
86	ISS08	common_area	48.23	51.02	54.9	false	
86	ISS09	common_area	53.17	50.73	40.3	false	
87	ISS00	common_area	48.28	51.11	57.3	false	
87	ISS01	crew_quarters	28.35	34.78	65.9	true	
87	ISS02	common_area	47.31	46.43	53.7	false	
87	ISS03	common_area	49.41	55.64	60.4	false	
87	ISS04	common_area	51.54	48.66	41.9	false	
87	ISS05	common_area	46.75	49.89	53.4	false	
87	ISS06	common_area	53.16	53.16	54.5	false	
87	ISS07	common_area	49.8	44.33	55.8	false	
87	ISS08	common_area	48.66	51.54	51.2	false	
87	ISS09	common_area	53.24	49.66	52.2	false	
88	ISS00	common_area	48.74	51.61	59.1	false	
88	ISS01	crew_quarters	28.36	34.25	52.9	false	
88	ISS02	common_area	46.3	47.5	52.3	false	
88	ISS03	common_area	51.28	55.53	73.1	false	
88	ISS04	common_area	51.02	48.23	50.9	false	
88	ISS05	common_area	46.89	50.95	55.7	false	
88	ISS06	common_area	54.01	51.96	52.5	false	
88	ISS07	common_area	47.97	44.7	47.1	false	
88	ISS08	common_area	49.23	51.9	48.8	false	
88	ISS09	common_area	52.95	48.62	52.2	false	
89	ISS00	common_area	49.33	51.93	58.8	false	
89	ISS01	crew_quarters	28.19	33.74	57.6	false	
89	ISS02	common_area	45.69	48.84	57.7	false	
89	ISS03	common_area	53.01	54.81	71.9	false	
89	ISS04	common_area	50.39	47.99	44.2	false	
89	ISS05	common_area	47.37	51.91	44.2	false	
89	ISS06	common_area	54.43	50.54	48.1	false	
89	ISS07	common_area	46.35	45.65	36.3	false	
89	ISS08	common_area	49.89	52.04	56.4	false	
89	ISS09	common_area	52.34	47.74	42.5	false	
90	ISS00	common_area	50.0	52.05	42.7	false	
90	ISS01	crew_quarters	27.86	33.31	69.0	true	
90	ISS02	common_area	45.55	50.31	72.4	false	
90	ISS03	common_area	54.41	53.57	72.4	false	
90	ISS04	common_area	49.72	47.97	53.5	false	
90	ISS05	common_area	48.13	52.67	46.9	false	
90	ISS06	common_area	54.37	49.07	49.2	false	
90	ISS07	common_area	45.14	47.08	55.0	false	
90	ISS08	common_area	50.56	51.97	62.4	false	
90	ISS09	common_area	51.48	47.1	52.2	false	
91	ISS00	common_area	50.67	51.93	50.5	false	
91	ISS01	crew_quarters	27.41	33.01	52.4	false	
91	ISS02	common_area	45.89	51.74	53.6	false	
91	ISS03	common_area	55.33	51.94	65.8	false	
91	ISS04	common_area	49.07	48.18	43.7	false	
91	ISS05	common_area	49.1	53.13	51.2	false	
91	ISS06	common_area	53.83	47.7	36.8	false	
91	ISS07	common_area	44.45	48.82	37.4	false	
91	ISS08	common_area	51.17	51.68	52.2	false	
91	ISS09	common_area	50.45	46.78	44.6	false	
92	ISS00	common_area	51.26	51.61	37.3	false	
92	ISS01	crew_quarters	26.89	32.88	49.0	false	
92	ISS02	common_area	46.68	52.99	45.5	false	
92	ISS03	common_area	55.67	50.1	51.2	false	
92	ISS04	common_area	48.53	48.58	48.4	false	
92	ISS05	common_area	50.17	53.25	55.8	false	
92	ISS06	common_area	52.87	46.58	51.8	false	
92	ISS07	common_area	44.37	50.69	54.5	false	
92	ISS08	common_area	51.66	51.2	46.7	false	
92	ISS09	common_area	49.38	46.8	40.4	false	
93	ISS00	common_area	51.72	51.11	50.5	false	
93	ISS01	crew_quarters	26.36	32.92	44.4	false	
93	ISS02	common_area	47.84	53.9	60.8	false	
93	ISS03	common_area	55.4	48.25	50.7	false	
93	ISS04	common_area	48.15	49.14	51.8	false	
93	ISS05	common_area	51.22	53.02	44.5	false	
93	ISS06	common_area	51.6	45.83	49.3	false	
93	ISS07	common_area	44.9	52.49	39.1	false	
93	ISS08	common_area	51.96	50.6	49.9	false	
93	ISS09	common_area	48.37	47.18	37.3	false	
94	ISS00	common_area	51.99	50.49	60.4	false	
94	ISS01	crew_quarters	25.86	33.14	63.9	true	
94	ISS02	common_area	49.22	54.4	63.6	false	
94	ISS03	common_area	54.53	46.59	69.7	false	
94	ISS04	common_area	47.97	49.79	41.1	false	
94	ISS05	common_area	52.14	52.46	46.7	false	
94	ISS06	common_area	50.16	45.54	49.4	false	
94	ISS07	common_area	45.99	54.01	57.5	false	
94	ISS08	common_area	52.04	49.93	57.3	false	
94	ISS09	common_area	47.54	47.86	42.1	false	
95	ISS00	common_area	52.04	49.82	51.7	false	
95	ISS01	crew_quarters	25.47	33.5	67.2	true	
95	ISS02	common_area	50.7	54.41	59.4	false	
95	ISS03	common_area	53.17	45.3	53.3	false	
95	ISS04	common_area	48.01	50.46	35.2	false	
95	ISS05	common_area	52.82	51.63	57.2	false	
95	ISS06	common_area	48.69	45.73	57.6	false	
95	ISS07	common_area	47.51	55.1	39.4	false	
95	ISS08	common_area	51.91	49.27	66.5	false	
95	ISS09	common_area	46.98	48.78	43.2	false	
96	ISS00	common_area	51.87	49.17	60.4	false	
96	ISS01	crew_quarters	25.21	33.97	58.5	true	
96	ISS02	common_area	52.1	53.94	56.6	false	
96	ISS03	common_area	51.47	44.52	65.7	false	
96	ISS04	common_area	48.26	51.08	52.7	false	
96	ISS05	common_area	53.2	50.62	52.5	false	
96	ISS06	common_area	47.38	46.39	40.4	false	
96	ISS07	common_area	49.31	55.63	39.1	false	
96	ISS08	common_area	51.57	48.68	55.7	false	
96	ISS09	common_area	46.75	49.83	43.0	false	
97	ISS00	common_area	51.5	48.6	61.9	false	
97	ISS01	crew_quarters	25.12	34.5	55.3	false	
97	ISS02	common_area	53.26	53.04	54.2	false	
97	ISS03	common_area	49.6	44.34	75.9	false	
97	ISS04	common_area	48.71	51.59	40.1	false	
97	ISS05	common_area	53.22	49.55	52.3	false	
97	ISS06	common_area	46.34	47.44	39.3	false	
97	ISS07	common_area	51.18	55.55	48.4	false	
97	ISS08	common_area	51.05	48.25	49.8	false	
97	ISS09	common_area	46.87	50.9	36.7	false	
98	ISS00	common_area	50.96	48.19	52.6	false	
98	ISS01	crew_quarters	25.21	35.03	59.0	true	
98	ISS02	common_area	54.08	51.82	56.4	false	
98	ISS03	common_area	47.78	44.78	62.9	false	
98	ISS04	common_area	49.3	51.92	32.5	false	
98	ISS05	common_area	52.9	48.52	42.2	false	
98	ISS06	common_area	45.71	48.77	35.3	false	
98	ISS07	common_area	52.92	54.86	53.1	false	
98	ISS08	common_area	50.43	48.0	58.1	false	
98	ISS09	common_area	47.33	51.87	36.2	false	
99	ISS00	common_area	50.32	47.98	50.7	false	
99	ISS01	crew_quarters	25.47	35.5	54.7	false	
99	ISS02	common_area	54.45	50.39	52.7	false	
99	ISS03	common_area	46.2	45.78	49.6	false	
99	ISS04	common_area	49.96	52.05	44.0	false	
99	ISS05	common_area	52.26	47.66	47.3	false	
99	ISS06	common_area	45.54	50.23	44.8	false	
99	ISS07	common_area	54.35	53.65	53.4	false	
99	ISS08	common_area	49.75	47.97	53.9	false	
99	ISS09	common_area	48.09	52.63	37.3	false	
100	ISS00	common_area	49.64	47.99	56.8	false	
100	ISS01	crew_quarters	25.86	35.86	50.9	false	
100	ISS02	common_area	54.33	48.92	68.8	false	
100	ISS03	common_area	45.04	47.25	59.3	false	
100	ISS04	common_area	50.63	51.95	34.7	false	
100	ISS05	common_area	51.38	47.05	54.8	false	
100	ISS06	common_area	45.86	51.67	35.6	false	
100	ISS07	common_area	55.3	52.03	52.4	false	
100	ISS08	common_area	49.1	48.16	56.7	false	
100	ISS09	common_area	49.05	53.11	38.3	false	
